,tweet_id,timestamp,source,text,expanded_urls,name,doggo,floofer,pupper,puppo,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,ratings
0,666020888022790149,2015-11-15 22:32:08+00:00,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet,https://twitter.com/dog_rates/status/666020888022790149/photo/1,No_name,False,False,False,False,412.0,2211.0,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1.0,welsh_springer_spaniel,0.465074,True,collie,0.156665,True,shetland_sheepdog,0.0614285,True,low_dogs
1,666029285002620928,2015-11-15 23:05:30+00:00,iPhone,This is a western brown Mitsubishi terrier. Upset about leaf. Actually 2 dogs here. 7/10 would walk the shit out of,https://twitter.com/dog_rates/status/666029285002620928/photo/1,No_name,False,False,False,False,39.0,109.0,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,1.0,redbone,0.506826,True,miniature_pinscher,0.0741916999999999,True,rhodesian_ridgeback,0.07201,True,low_dogs
2,666033412701032449,2015-11-15 23:21:54+00:00,iPhone,Here is a very happy pup. Big fan of well-maintained decks. Just look at that tongue. 9/10 would cuddle af,https://twitter.com/dog_rates/status/666033412701032449/photo/1,No_name,False,False,False,False,35.0,96.0,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,1.0,german_shepherd,0.596461,True,malinois,0.1385839999999999,True,bloodhound,0.116197,True,low_dogs
3,666044226329800704,2015-11-16 00:04:52+00:00,iPhone,This is a purebred Piers Morgan. Loves to Netflix and chill. Always looks like he forgot to unplug the iron. 6/10,https://twitter.com/dog_rates/status/666044226329800704/photo/1,No_name,False,False,False,False,111.0,240.0,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,1.0,rhodesian_ridgeback,0.408143,True,redbone,0.360687,True,miniature_pinscher,0.222752,True,low_dogs
4,666049248165822465,2015-11-16 00:24:50+00:00,iPhone,Here we have a 1949 1st generation vulpix. Enjoys sweat tea and Fox News. Cannot be phased. 5/10,https://twitter.com/dog_rates/status/666049248165822465/photo/1,No_name,False,False,False,False,36.0,85.0,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,1.0,miniature_pinscher,0.560311,True,rottweiler,0.243682,True,doberman,0.154629,True,low_dogs
5,666050758794694657,2015-11-16 00:30:50+00:00,iPhone,This is a truly beautiful English Wilson Staff retriever. Has a nice phone. Privileged. 10/10 would trade lives with,https://twitter.com/dog_rates/status/666050758794694657/photo/1,No_name,False,False,False,False,49.0,110.0,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,1.0,bernese_mountain_dog,0.651137,True,english_springer,0.263788,True,greater_swiss_mountain_dog,0.0161992,True,10/10
6,666051853826850816,2015-11-16 00:35:11+00:00,iPhone,This is an odd dog. Hard on the outside but loving on the inside. Petting still fun. Doesn't play catch well. 2/10,https://twitter.com/dog_rates/status/666051853826850816/photo/1,No_name,False,False,False,False,683.0,1000.0,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,1.0,box_turtle,0.933012,False,mud_turtle,0.0458854,False,terrapin,0.0178852999999999,False,low_dogs
7,666055525042405380,2015-11-16 00:49:46+00:00,iPhone,Here is a Siberian heavily armored polar bear mix. Strong owner. 10/10 I would do unspeakable things to pet this dog,https://twitter.com/dog_rates/status/666055525042405380/photo/1,No_name,False,False,False,False,193.0,359.0,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1.0,chow,0.692517,True,tibetan_mastiff,0.0582793999999999,True,fur_coat,0.0544486,False,10/10
8,666057090499244032,2015-11-16 00:55:59+00:00,iPhone,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare,https://twitter.com/dog_rates/status/666057090499244032/photo/1,No_name,False,False,False,False,109.0,242.0,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1.0,shopping_cart,0.962465,False,shopping_basket,0.0145937999999999,False,golden_retriever,0.00795896,True,low_dogs
9,666058600524156928,2015-11-16 01:01:59+00:00,iPhone,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad). 8/10 good dog,https://twitter.com/dog_rates/status/666058600524156928/photo/1,No_name,False,False,False,False,46.0,94.0,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1.0,miniature_poodle,0.201493,True,komondor,0.192305,True,soft_coated_wheaten_terrier,0.0820861,True,low_dogs
10,666063827256086533,2015-11-16 01:22:45+00:00,iPhone,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10,https://twitter.com/dog_rates/status/666063827256086533/photo/1,No_name,False,False,False,False,176.0,381.0,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1.0,golden_retriever,0.77593,True,tibetan_mastiff,0.0937178,True,labrador_retriever,0.0724266,True,10/10
11,666071193221509120,2015-11-16 01:52:02+00:00,iPhone,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually,https://twitter.com/dog_rates/status/666071193221509120/photo/1,No_name,False,False,False,False,49.0,122.0,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1.0,gordon_setter,0.503672,True,yorkshire_terrier,0.174201,True,pekinese,0.109454,True,low_dogs
12,666073100786774016,2015-11-16 01:59:36+00:00,iPhone,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot,https://twitter.com/dog_rates/status/666073100786774016/photo/1,No_name,False,False,False,False,129.0,268.0,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1.0,walker_hound,0.260857,True,english_foxhound,0.1753819999999999,True,ibizan_hound,0.0974705,True,10/10
13,666082916733198337,2015-11-16 02:38:37+00:00,iPhone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof,https://twitter.com/dog_rates/status/666082916733198337/photo/1,No_name,False,False,False,False,36.0,89.0,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1.0,pug,0.489814,True,bull_mastiff,0.4047219999999999,True,french_bulldog,0.0489595,True,low_dogs
14,666094000022159362,2015-11-16 03:22:39+00:00,iPhone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with,https://twitter.com/dog_rates/status/666094000022159362/photo/1,No_name,False,False,False,False,63.0,138.0,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1.0,bloodhound,0.195217,True,german_shepherd,0.0782598,True,malinois,0.0756278,True,low_dogs
15,666099513787052032,2015-11-16 03:44:34+00:00,iPhone,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10,https://twitter.com/dog_rates/status/666099513787052032/photo/1,No_name,False,False,False,False,53.0,131.0,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1.0,lhasa,0.58233,True,shih_tzu,0.166192,True,dandie_dinmont,0.0896883,True,low_dogs
16,666102155909144576,2015-11-16 03:55:04+00:00,iPhone,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10,https://twitter.com/dog_rates/status/666102155909144576/photo/1,No_name,False,False,False,False,11.0,62.0,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1.0,english_setter,0.298617,True,newfoundland,0.149842,True,borzoi,0.133649,True,11/10
17,666104133288665088,2015-11-16 04:02:55+00:00,iPhone,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10,https://twitter.com/dog_rates/status/666104133288665088/photo/1,No_name,False,False,False,False,5342.0,12423.0,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1.0,hen,0.965932,False,cock,0.0339194,False,partridge,5.20658e-05,False,low_dogs
18,666268910803644416,2015-11-16 14:57:41+00:00,iPhone,Very concerned about fellow dog trapped in computer. 10/10,https://twitter.com/dog_rates/status/666268910803644416/photo/1,No_name,False,False,False,False,37.0,95.0,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1.0,desktop_computer,0.086502,False,desk,0.0855474,False,bookcase,0.0794797,False,10/10
19,666273097616637952,2015-11-16 15:14:19+00:00,iPhone,Can take selfies 11/10,https://twitter.com/dog_rates/status/666273097616637952/photo/1,No_name,False,False,False,False,65.0,146.0,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1.0,italian_greyhound,0.176053,True,toy_terrier,0.111884,True,basenji,0.111152,True,11/10
